dataset,weighting,modality,method,metric,mean,ci_low,ci_high,n,n_boot
ml-20m,bm25,u2i,hnsw,precision,0.008669999999999999,0.00809,0.009220250000000003,10000,1000
ml-20m,bm25,u2i,hnsw,hr,0.0867,0.0809,0.0922025,10000,1000
ml-20m,bm25,u2i,hnsw,ndcg,0.04462592651308967,0.04142696544822389,0.04790708859572537,10000,1000
ml-20m,bm25,u2i,hnsw,map,0.031958571428571426,0.029400065476190472,0.03481398511904762,10000,1000
ml-20m,bm25,u2i,hnsw,mrr,0.031958571428571426,0.029400065476190472,0.03481398511904762,10000,1000
ml-20m,bm25,u2i,hnsw,ann_recall_vs_exact,0.9980599999999998,0.9977095,0.9984,10000,1000
ml-20m,bm25,u2i,ivfflat,recall,0.0864,0.08069749999999999,0.092,10000,1000
ml-20m,bm25,u2i,ivfflat,precision,0.00864,0.00806975,0.0092,10000,1000
ml-20m,bm25,u2i,ivfflat,hr,0.0864,0.08069749999999999,0.092,10000,1000
ml-20m,bm25,u2i,ivfflat,ndcg,0.044615428624914445,0.0414646707726923,0.04796241855949108,10000,1000
ml-20m,bm25,u2i,ivfflat,map,0.03203892857142857,0.029506453373015877,0.03487127777777777,10000,1000
ml-20m,bm25,u2i,ivfflat,mrr,0.03203892857142857,0.029506453373015877,0.03487127777777777,10000,1000
ml-20m,bm25,u2i,ivfflat,ann_recall_vs_exact,0.9561,0.9540485,0.9580705,10000,1000
ml-20m,bm25,u2i,ivfpq,recall,0.085,0.0791975,0.0902,10000,1000
ml-20m,bm25,u2i,ivfpq,precision,0.0085,0.007919749999999998,0.009020000000000002,10000,1000
ml-20m,bm25,u2i,ivfpq,hr,0.085,0.0791975,0.0902,10000,1000
ml-20m,bm25,u2i,ivfpq,ndcg,0.042931175584245855,0.03976426159177938,0.046133543123784766,10000,1000
ml-20m,bm25,u2i,ivfpq,map,0.030311031746031745,0.02762340476190476,0.03296606448412698,10000,1000
ml-20m,bm25,u2i,ivfpq,mrr,0.030311031746031745,0.02762340476190476,0.03296606448412698,10000,1000
ml-20m,bm25,u2i,ivfpq,ann_recall_vs_exact,0.6382699999999999,0.6347487500000001,0.6415504999999999,10000,1000
