dataset,weighting,dim,modality,method,seed,metric,k,decile,group,value,fairness_scope,notes
goodbooks,bm25,128,i2i,flat,42,exposure_share_decile,10,9,__all__,0.26169,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,exposure_share_group,10,-1,head,0.26169,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,exposure_share_group,10,-1,mid,0.64397,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,exposure_share_group,10,-1,tail,0.09434,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,gini_exposure,10,-1,__all__,0.570770958,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,gini_exposure,100,-1,__all__,0.4145682884,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,long_tail_exposure,10,-1,__all__,0.09636,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,long_tail_exposure,100,-1,__all__,0.170324,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,long_tail_uplift,10,-1,__all__,0.06125220847944068,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flat,42,user_popularity_calibration_error,10,-1,__all__,1.510360446891236,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,i2i,flatpq,42,coverage,10,-1,__all__,0.9093,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,coverage,100,-1,__all__,0.9999,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,0,__all__,0.04091,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,1,__all__,0.05924,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,2,__all__,0.06636,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,3,__all__,0.07122,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,4,__all__,0.07259,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,5,__all__,0.08251,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,6,__all__,0.09133,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,7,__all__,0.11556,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,8,__all__,0.14706,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_decile,10,9,__all__,0.25322,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_group,10,-1,head,0.25322,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_group,10,-1,mid,0.64562,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,exposure_share_group,10,-1,tail,0.10116,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,gini_exposure,10,-1,__all__,0.570735044,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,gini_exposure,100,-1,__all__,0.41344511460000005,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,long_tail_exposure,10,-1,__all__,0.10287,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,long_tail_exposure,100,-1,__all__,0.17785,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,long_tail_uplift,10,-1,__all__,0.06776220847944067,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,flatpq,42,user_popularity_calibration_error,10,-1,__all__,1.5403120153703636,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,i2i,hnsw,42,coverage,10,-1,__all__,0.9124,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,coverage,100,-1,__all__,0.9997,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,0,__all__,0.03791,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,1,__all__,0.05547,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,2,__all__,0.06433,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,3,__all__,0.06842,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,4,__all__,0.07182,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,5,__all__,0.08128,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,6,__all__,0.09146,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,7,__all__,0.11524,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,8,__all__,0.15238,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_decile,10,9,__all__,0.26169,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_group,10,-1,head,0.26169,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_group,10,-1,mid,0.644,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,exposure_share_group,10,-1,tail,0.09431,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,gini_exposure,10,-1,__all__,0.570772596,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,gini_exposure,100,-1,__all__,0.41625328980000004,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,long_tail_exposure,10,-1,__all__,0.09633,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,long_tail_exposure,100,-1,__all__,0.170815,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,long_tail_uplift,10,-1,__all__,0.061222208479440675,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,hnsw,42,user_popularity_calibration_error,10,-1,__all__,1.5104105639586443,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,i2i,ivfflat,42,coverage,10,-1,__all__,0.9116,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,coverage,100,-1,__all__,0.9995,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,0,__all__,0.03789,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,1,__all__,0.05534,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,2,__all__,0.06435,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,3,__all__,0.06843,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,4,__all__,0.07184,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,5,__all__,0.0814,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,6,__all__,0.09146,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,7,__all__,0.11576,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,8,__all__,0.15215,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,9,__all__,0.26138,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_group,10,-1,head,0.26138,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_group,10,-1,mid,0.64446,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,exposure_share_group,10,-1,tail,0.09416,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,gini_exposure,10,-1,__all__,0.570868106,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,gini_exposure,100,-1,__all__,0.4166562804,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,long_tail_exposure,10,-1,__all__,0.09618,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,long_tail_exposure,100,-1,__all__,0.16992,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,long_tail_uplift,10,-1,__all__,0.06107220847944068,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfflat,42,user_popularity_calibration_error,10,-1,__all__,1.5108774179836493,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,i2i,ivfpq,42,coverage,10,-1,__all__,0.9134,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,coverage,100,-1,__all__,0.9999,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,0,__all__,0.04003,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,1,__all__,0.05806,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,2,__all__,0.06664,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,3,__all__,0.07001,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,4,__all__,0.07105,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,5,__all__,0.08199,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,6,__all__,0.09074,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,7,__all__,0.11453,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,8,__all__,0.15026,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,9,__all__,0.25669,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,head,0.25669,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,mid,0.6442300000000001,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,tail,0.09908,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,gini_exposure,10,-1,__all__,0.568900608,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,gini_exposure,100,-1,__all__,0.41167132419999997,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,long_tail_exposure,10,-1,__all__,0.10111,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,long_tail_exposure,100,-1,__all__,0.176904,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,long_tail_uplift,10,-1,__all__,0.06600220847944069,long_tail_exposure_proxy_only,
goodbooks,bm25,128,i2i,ivfpq,42,user_popularity_calibration_error,10,-1,__all__,1.5199959270470742,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,u2i,flat,42,coverage,10,-1,__all__,0.6758,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,coverage,100,-1,__all__,0.9823,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,0,__all__,0.02219,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,1,__all__,0.03273,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,2,__all__,0.03841,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,3,__all__,0.0433,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,4,__all__,0.04871,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,5,__all__,0.04869,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,6,__all__,0.05616,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,7,__all__,0.07084,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,8,__all__,0.10202,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_decile,10,9,__all__,0.53695,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_group,10,-1,head,0.53695,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_group,10,-1,mid,0.40737999999999996,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,exposure_share_group,10,-1,tail,0.05567,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,gini_exposure,10,-1,__all__,0.830726524,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,gini_exposure,100,-1,__all__,0.6591336256,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,long_tail_exposure,10,-1,__all__,0.05765,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,long_tail_exposure,100,-1,__all__,0.103413,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,long_tail_uplift,10,-1,__all__,0.022542208479440676,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flat,42,user_popularity_calibration_error,10,-1,__all__,0.8190061737758838,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,u2i,flatpq,42,coverage,10,-1,__all__,0.6009,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,coverage,100,-1,__all__,0.9724,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,0,__all__,0.03413,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,1,__all__,0.04536,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,2,__all__,0.05001,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,3,__all__,0.05121,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,4,__all__,0.04967,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,5,__all__,0.05377,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,6,__all__,0.05418,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,7,__all__,0.06335,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,8,__all__,0.08075,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_decile,10,9,__all__,0.51757,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,head,0.51757,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,mid,0.40239,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,tail,0.08004,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,gini_exposure,10,-1,__all__,0.8700238020000001,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,gini_exposure,100,-1,__all__,0.692862109,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,long_tail_exposure,10,-1,__all__,0.08154,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,long_tail_exposure,100,-1,__all__,0.126569,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,long_tail_uplift,10,-1,__all__,0.04643220847944068,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,flatpq,42,user_popularity_calibration_error,10,-1,__all__,0.8591571796132599,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,u2i,hnsw,42,coverage,10,-1,__all__,0.6752,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,coverage,100,-1,__all__,0.9795,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,0,__all__,0.02211,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,1,__all__,0.03267,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,2,__all__,0.03834,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,3,__all__,0.04335,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,4,__all__,0.04853,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,5,__all__,0.04867,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,6,__all__,0.0559,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,7,__all__,0.0707,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,8,__all__,0.10192,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_decile,10,9,__all__,0.53781,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,head,0.53781,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,mid,0.40667,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,tail,0.05552,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,gini_exposure,10,-1,__all__,0.8311247460000001,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,gini_exposure,100,-1,__all__,0.6610713738,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,long_tail_exposure,10,-1,__all__,0.05748,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,long_tail_exposure,100,-1,__all__,0.105288,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,long_tail_uplift,10,-1,__all__,0.02237220847944068,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,hnsw,42,user_popularity_calibration_error,10,-1,__all__,0.8197522034523579,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,u2i,ivfflat,42,coverage,10,-1,__all__,0.677,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,coverage,100,-1,__all__,0.9827,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,0,__all__,0.02225,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,1,__all__,0.03301,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,2,__all__,0.03849,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,3,__all__,0.04356,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,4,__all__,0.04861,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,5,__all__,0.04861,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,6,__all__,0.0562,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,7,__all__,0.07124,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,8,__all__,0.10221,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,9,__all__,0.53582,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,head,0.53582,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,mid,0.40816,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,tail,0.05602,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,gini_exposure,10,-1,__all__,0.830396574,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,gini_exposure,100,-1,__all__,0.6579436336000001,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,long_tail_exposure,10,-1,__all__,0.058,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,long_tail_exposure,100,-1,__all__,0.105007,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,long_tail_uplift,10,-1,__all__,0.02289220847944068,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfflat,42,user_popularity_calibration_error,10,-1,__all__,0.8195633470678735,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
goodbooks,bm25,128,u2i,ivfpq,42,coverage,10,-1,__all__,0.6327,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,coverage,100,-1,__all__,0.9768,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,0,__all__,0.03801,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,1,__all__,0.04891,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,2,__all__,0.05236,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,3,__all__,0.05309,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,4,__all__,0.05617,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,5,__all__,0.04605,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,6,__all__,0.05229,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,7,__all__,0.07847,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,8,__all__,0.08701,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,9,__all__,0.48764,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,head,0.48764,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,mid,0.4249599999999999,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,tail,0.0874,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,gini_exposure,10,-1,__all__,0.849267088,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,gini_exposure,100,-1,__all__,0.6915456994,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,long_tail_exposure,10,-1,__all__,0.08874,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,long_tail_exposure,100,-1,__all__,0.136321,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,long_tail_uplift,10,-1,__all__,0.053632208479440675,long_tail_exposure_proxy_only,
goodbooks,bm25,128,u2i,ivfpq,42,user_popularity_calibration_error,10,-1,__all__,0.8121068427301837,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,i2i,flat,42,coverage,10,-1,__all__,0.7967732804981602,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,coverage,100,-1,__all__,0.9949051797339372,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,0,__all__,0.006745111037454425,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,1,__all__,0.00778919456413656,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,2,__all__,0.021610871726881007,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,3,__all__,0.03256546237984753,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,4,__all__,0.04446470003314551,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,5,__all__,0.07361617500828638,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,6,__all__,0.09736493205170699,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,7,__all__,0.1269804441498177,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,8,__all__,0.17525687769307258,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_decile,10,9,__all__,0.41360623135565133,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_group,10,-1,head,0.41360623135565133,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_group,10,-1,mid,0.5706165064633741,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,exposure_share_group,10,-1,tail,0.01577726218097448,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,gini_exposure,10,-1,__all__,0.6778737545455458,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,gini_exposure,100,-1,__all__,0.5276165939945366,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,long_tail_exposure,10,-1,__all__,0.016639045409347034,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,long_tail_exposure,100,-1,__all__,0.03836095459065297,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,long_tail_uplift,10,-1,__all__,0.01113695313862723,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flat,42,user_popularity_calibration_error,10,-1,__all__,0.9121452064835356,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,i2i,flatpq,42,coverage,10,-1,__all__,0.8058307387489386,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,flatpq,42,coverage,100,-1,__all__,0.9963204075856212,long_tail_exposure_proxy_only,
